_source_path,_source_file,rows,empty_judgments,duplicate_judgment_rows,median_chars,max_chars,median_tokens,p95_tokens,max_tokens,chunk_candidates
final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,742,0,4,3607.0,32759,3145.5,25882.349999999995,30292,271
